| table_name                  | column_name                  | data_type                   | is_nullable | column_default                                                |
| fiyat_tanimlari             | aktif                        | boolean                     | YES         | true                                                          |
| fiyat_tanimlari             | sira_no                      | integer                     | YES         | 1                                                             |
| fiyat_tanimlari             | olusturma_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| fiyat_tanimlari             | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| giderler                    | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| giderler                    | gider_no                     | text                        | NO          | null                                                          |
| giderler                    | gider_adi                    | text                        | NO          | null                                                          |
| giderler                    | gider_kategorisi             | text                        | NO          | null                                                          |
| giderler                    | tutar                        | numeric                     | NO          | null                                                          |
| giderler                    | kdv_tutari                   | numeric                     | NO          | 0                                                             |
| giderler                    | toplam_tutar                 | numeric                     | NO          | null                                                          |
| giderler                    | gider_tarihi                 | date                        | NO          | CURRENT_DATE                                                  |
| giderler                    | odeme_sekli                  | text                        | NO          | 'nakit'::text                                                 |
| giderler                    | banka_id                     | uuid                        | YES         | null                                                          |
| giderler                    | tedarikci_id                 | uuid                        | YES         | null                                                          |
| giderler                    | fatura_no                    | text                        | YES         | null                                                          |
| giderler                    | aciklama                     | text                        | YES         | null                                                          |
| giderler                    | belge_url                    | text                        | YES         | null                                                          |
| giderler                    | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| giderler                    | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| giderler                    | kasa_id                      | uuid                        | YES         | null                                                          |
| giderler                    | fatura_seri_no               | character varying           | YES         | null                                                          |
| giderler                    | fatura_sira_no               | integer                     | YES         | null                                                          |
| iade_kalemleri              | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| iade_kalemleri              | iade_id                      | uuid                        | NO          | null                                                          |
| iade_kalemleri              | stok_id                      | uuid                        | NO          | null                                                          |
| iade_kalemleri              | satis_kalemi_id              | uuid                        | YES         | null                                                          |
| iade_kalemleri              | miktar                       | integer                     | NO          | null                                                          |
| iade_kalemleri              | birim_fiyat                  | numeric                     | NO          | null                                                          |
| iade_kalemleri              | kdv_orani                    | numeric                     | NO          | 18                                                            |
| iade_kalemleri              | toplam_tutar                 | numeric                     | NO          | null                                                          |
| iade_kalemleri              | sira_no                      | integer                     | NO          | 1                                                             |
| iade_kalemleri              | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| iade_kalemleri              | stok_kodu                    | text                        | NO          | null                                                          |
| iadeler                     | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| iadeler                     | iade_no                      | text                        | NO          | null                                                          |
| iadeler                     | satis_id                     | uuid                        | YES         | null                                                          |
| iadeler                     | cari_hesap_id                | uuid                        | YES         | null                                                          |
| iadeler                     | iade_tarihi                  | date                        | NO          | CURRENT_DATE                                                  |
| iadeler                     | iade_tipi                    | text                        | NO          | 'tam'::text                                                   |
| iadeler                     | iade_nedeni                  | text                        | YES         | null                                                          |
| iadeler                     | ara_toplam                   | numeric                     | NO          | 0                                                             |
| iadeler                     | kdv_tutari                   | numeric                     | NO          | 0                                                             |
| iadeler                     | toplam_tutar                 | numeric                     | NO          | 0                                                             |
| iadeler                     | iade_sekli                   | text                        | NO          | 'nakit'::text                                                 |
| iadeler                     | iade_durumu                  | text                        | NO          | 'tamamlandi'::text                                            |
| iadeler                     | notlar                       | text                        | YES         | null                                                          |
| iadeler                     | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| iadeler                     | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| ilceler                     | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| ilceler                     | ilce_adi                     | text                        | NO          | null                                                          |
| ilceler                     | il_id                        | uuid                        | YES         | null                                                          |
| ilceler                     | aktif                        | boolean                     | YES         | true                                                          |
| ilceler                     | olusturma_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| ilceler                     | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| iller                       | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| iller                       | il_adi                       | text                        | NO          | null                                                          |
| iller                       | il_kodu                      | text                        | YES         | null                                                          |
| iller                       | aktif                        | boolean                     | YES         | true                                                          |
| iller                       | olusturma_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| iller                       | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| kasa_hareketleri            | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| kasa_hareketleri            | kasa_id                      | uuid                        | NO          | null                                                          |
| kasa_hareketleri            | hareket_tipi                 | text                        | NO          | null                                                          |
| kasa_hareketleri            | tutar                        | numeric                     | NO          | null                                                          |
| kasa_hareketleri            | onceki_bakiye                | numeric                     | NO          | null                                                          |
| kasa_hareketleri            | sonraki_bakiye               | numeric                     | NO          | null                                                          |
| kasa_hareketleri            | aciklama                     | text                        | YES         | null                                                          |
| kasa_hareketleri            | belge_tipi                   | text                        | YES         | null                                                          |
| kasa_hareketleri            | belge_no                     | text                        | YES         | null                                                          |
| kasa_hareketleri            | referans_id                  | uuid                        | YES         | null                                                          |
| kasa_hareketleri            | islem_tarihi                 | timestamp with time zone    | YES         | now()                                                         |
| kasa_hareketleri            | olusturan_kullanici          | text                        | YES         | null                                                          |
| kasa_hareketleri            | olusturma_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| kasalar                     | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| kasalar                     | kasa_adi                     | text                        | NO          | null                                                          |
| kasalar                     | kasa_tipi                    | text                        | NO          | null                                                          |
| kasalar                     | banka_id                     | uuid                        | YES         | null                                                          |
| kasalar                     | baslangic_bakiyesi           | numeric                     | YES         | 0                                                             |
| kasalar                     | guncel_bakiye                | numeric                     | YES         | 0                                                             |
| kasalar                     | aktif                        | boolean                     | YES         | true                                                          |
| kasalar                     | aciklama                     | text                        | YES         | null                                                          |
| kasalar                     | olusturma_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| kasalar                     | guncelleme_tarihi            | timestamp with time zone    | YES         | now()                                                         |
| kategoriler                 | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| kategoriler                 | kategori_adi                 | text                        | NO          | null                                                          |
| kategoriler                 | ust_kategori_id              | uuid                        | YES         | null                                                          |
| kategoriler                 | aciklama                     | text                        | YES         | null                                                          |
| kategoriler                 | aktif                        | boolean                     | NO          | true                                                          |
| kategoriler                 | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| kategoriler                 | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| kategoriler                 | parent_id                    | uuid                        | YES         | null                                                          |
| kategoriler                 | level                        | integer                     | YES         | 0                                                             |
| kategoriler                 | path                         | ARRAY                       | YES         | null                                                          |
| kategoriler                 | display_order                | integer                     | YES         | null                                                          |
| kategoriler                 | is_xml_category              | boolean                     | YES         | false                                                         |
| kategoriler                 | is_visible                   | boolean                     | YES         | true                                                          |
| kategoriler                 | xml_id                       | text                        | YES         | null                                                          |
| kullanici_ayarlari          | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| kullanici_ayarlari          | user_id                      | uuid                        | NO          | null                                                          |
| kullanici_ayarlari          | fatura_seri                  | text                        | YES         | null                                                          |
| kullanici_ayarlari          | fatura_sira                  | integer                     | YES         | 1                                                             |
| kullanici_ayarlari          | tanimli_arac_id              | uuid                        | YES         | null                                                          |
| kullanici_ayarlari          | created_at                   | timestamp with time zone    | NO          | now()                                                         |
| kullanici_ayarlari          | updated_at                   | timestamp with time zone    | NO          | now()                                                         |
| kullanicilar                | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| kullanicilar                | kullanici_adi                | text                        | NO          | null                                                          |
| kullanicilar                | ad                           | text                        | NO          | null                                                          |
| kullanicilar                | soyad                        | text                        | NO          | null                                                          |
| kullanicilar                | eposta                       | text                        | YES         | null                                                          |
| kullanicilar                | telefon                      | text                        | YES         | null                                                          |
| kullanicilar                | rol                          | text                        | NO          | 'kullanici'::text                                             |
| kullanicilar                | aktif                        | boolean                     | NO          | true                                                          |
| kullanicilar                | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| kullanicilar                | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| kullanicilar                | sifre_hash                   | text                        | NO          | null                                                          |
| markalar                    | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| markalar                    | marka_adi                    | text                        | NO          | null                                                          |
| markalar                    | aciklama                     | text                        | YES         | null                                                          |
| markalar                    | aktif                        | boolean                     | NO          | true                                                          |
| markalar                    | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| markalar                    | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| musteri_tipleri             | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| musteri_tipleri             | tip_adi                      | text                        | NO          | null                                                          |
| musteri_tipleri             | aciklama                     | text                        | YES         | null                                                          |
| musteri_tipleri             | aktif                        | boolean                     | NO          | true                                                          |
| musteri_tipleri             | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| musteri_tipleri             | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| onay_bekleyen_islemler      | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| onay_bekleyen_islemler      | islem_tipi                   | text                        | NO          | null                                                          |
| onay_bekleyen_islemler      | islem_verisi                 | jsonb                       | NO          | null                                                          |
| onay_bekleyen_islemler      | olusturma_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| onay_bekleyen_islemler      | olusturan_kullanici_id       | uuid                        | YES         | null                                                          |
| onay_bekleyen_islemler      | onay_durumu                  | text                        | NO          | 'Beklemede'::text                                             |
| onay_bekleyen_islemler      | onay_tarihi                  | timestamp with time zone    | YES         | null                                                          |
| onay_bekleyen_islemler      | onaylayan_kullanici_id       | uuid                        | YES         | null                                                          |
| onay_bekleyen_islemler      | red_nedeni                   | text                        | YES         | null                                                          |
| onay_bekleyen_islemler      | referans_id                  | uuid                        | YES         | null                                                          |
| onay_bekleyen_islemler      | cari_hesap_id                | uuid                        | YES         | null                                                          |
| onay_bekleyen_islemler      | stok_id                      | uuid                        | YES         | null                                                          |
| onay_bekleyen_islemler      | notlar                       | text                        | YES         | null                                                          |
| page_view_settings          | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| page_view_settings          | page_name                    | character varying           | NO          | null                                                          |
| page_view_settings          | setting_key                  | character varying           | NO          | null                                                          |
| page_view_settings          | setting_value                | boolean                     | NO          | true                                                          |
| page_view_settings          | created_at                   | timestamp with time zone    | YES         | CURRENT_TIMESTAMP                                             |
| page_view_settings          | updated_at                   | timestamp with time zone    | YES         | CURRENT_TIMESTAMP                                             |
| product_validation_settings | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| product_validation_settings | field_name                   | text                        | NO          | null                                                          |
| product_validation_settings | field_label                  | text                        | NO          | null                                                          |
| product_validation_settings | is_required                  | boolean                     | NO          | true                                                          |
| product_validation_settings | validation_type              | text                        | NO          | 'basic'::text                                                 |
| product_validation_settings | description                  | text                        | YES         | null                                                          |
| product_validation_settings | display_order                | integer                     | YES         | 1                                                             |
| product_validation_settings | active                       | boolean                     | NO          | true                                                          |
| product_validation_settings | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| product_validation_settings | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| reyon_tanimlari             | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| reyon_tanimlari             | reyon_kodu                   | text                        | NO          | null                                                          |
| reyon_tanimlari             | reyon_adi                    | text                        | NO          | null                                                          |
| reyon_tanimlari             | aciklama                     | text                        | YES         | null                                                          |
| reyon_tanimlari             | aktif                        | boolean                     | NO          | true                                                          |
| reyon_tanimlari             | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| reyon_tanimlari             | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| satis_kalemleri             | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| satis_kalemleri             | satis_id                     | uuid                        | NO          | null                                                          |
| satis_kalemleri             | stok_id                      | uuid                        | YES         | null                                                          |
| satis_kalemleri             | miktar                       | integer                     | NO          | null                                                          |
| satis_kalemleri             | birim_fiyat                  | numeric                     | NO          | null                                                          |
| satis_kalemleri             | indirim_orani                | numeric                     | NO          | 0                                                             |
| satis_kalemleri             | kdv_orani                    | numeric                     | NO          | 18                                                            |
| satis_kalemleri             | toplam_tutar                 | numeric                     | NO          | null                                                          |
| satis_kalemleri             | sira_no                      | integer                     | NO          | 1                                                             |
| satis_kalemleri             | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| satis_kalemleri             | notlar                       | text                        | YES         | null                                                          |
| satis_kalemleri             | xml_stok_id                  | uuid                        | YES         | null                                                          |
| satislar                    | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| satislar                    | satis_no                     | text                        | NO          | null                                                          |
| satislar                    | cari_hesap_id                | uuid                        | YES         | null                                                          |
| satislar                    | siparis_id                   | uuid                        | YES         | null                                                          |
| satislar                    | satis_tarihi                 | date                        | NO          | CURRENT_DATE                                                  |
| satislar                    | satis_tipi                   | text                        | NO          | 'perakende'::text                                             |
| satislar                    | odeme_sekli                  | text                        | NO          | 'nakit'::text                                                 |
| satislar                    | ara_toplam                   | numeric                     | NO          | 0                                                             |
| satislar                    | indirim_tutari               | numeric                     | NO          | 0                                                             |
| satislar                    | kdv_tutari                   | numeric                     | NO          | 0                                                             |
| satislar                    | toplam_tutar                 | numeric                     | NO          | 0                                                             |
| satislar                    | odenen_tutar                 | numeric                     | NO          | 0                                                             |
| satislar                    | kalan_tutar                  | numeric                     | NO          | 0                                                             |
| satislar                    | satis_durumu                 | text                        | NO          | 'tamamlandi'::text                                            |
| satislar                    | notlar                       | text                        | YES         | null                                                          |
| satislar                    | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| satislar                    | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| satislar                    | siparis_kaynak               | text                        | YES         | 'satis_uygulamasi'::text                                      |
| satislar                    | kasa_id                      | uuid                        | YES         | null                                                          |
| satislar                    | banka_id                     | uuid                        | YES         | null                                                          |
| satislar                    | cek_no                       | text                        | YES         | null                                                          |
| satislar                    | senet_no                     | text                        | YES         | null                                                          |
| satislar                    | vade_tarihi                  | date                        | YES         | null                                                          |
| satislar                    | dekont_no                    | text                        | YES         | null                                                          |
| satislar                    | fatura_seri_no               | character varying           | YES         | null                                                          |
| satislar                    | fatura_sira_no               | integer                     | YES         | null                                                          |
| sayilan_urunler             | id                           | uuid                        | NO          | uuid_generate_v4()                                            |
| sayilan_urunler             | stok_id                      | uuid                        | YES         | null                                                          |
| sayilan_urunler             | sayilan_miktar               | numeric                     | NO          | 0                                                             |
| sayilan_urunler             | raf_kodu                     | text                        | YES         | null                                                          |
| sayilan_urunler             | sayim_tarihi                 | timestamp with time zone    | YES         | now()                                                         |
| sayilan_urunler             | sayim_yapan_kullanici        | text                        | YES         | null                                                          |
| sayilan_urunler             | notlar                       | text                        | YES         | null                                                          |
| sayilan_urunler             | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| sayilan_urunler             | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| sayilan_urunler             | onaya_gonderilme_tarihi      | timestamp with time zone    | YES         | null                                                          |
| sayilan_urunler             | onaylanma_tarihi             | timestamp with time zone    | YES         | null                                                          |
| sayilan_urunler             | red_tarihi                   | timestamp with time zone    | YES         | null                                                          |
| sayilan_urunler             | onay_islem_id                | uuid                        | YES         | null                                                          |
| sayilan_urunler             | durum                        | USER-DEFINED                | NO          | 'beklemede'::sayim_durumu                                     |
| sayilan_urunler             | onceki_miktar                | numeric                     | YES         | 0                                                             |
| sayilan_urunler             | stok_kodu                    | text                        | YES         | null                                                          |
| sayilan_urunler             | stok_adi                     | text                        | YES         | null                                                          |
| sayilan_urunler             | sayim_oturumu_id             | text                        | YES         | null                                                          |
| sayim_kalemleri             | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sayim_kalemleri             | sayim_id                     | uuid                        | NO          | null                                                          |
| sayim_kalemleri             | stok_id                      | uuid                        | NO          | null                                                          |
| sayim_kalemleri             | sistem_miktari               | integer                     | NO          | null                                                          |
| sayim_kalemleri             | sayilan_miktar               | integer                     | YES         | null                                                          |
| sayim_kalemleri             | fark_miktari                 | integer                     | YES         | null                                                          |
| sayim_kalemleri             | birim_fiyat                  | numeric                     | YES         | null                                                          |
| sayim_kalemleri             | fark_tutari                  | numeric                     | YES         | null                                                          |
| sayim_kalemleri             | aciklama                     | text                        | YES         | null                                                          |
| sayim_kalemleri             | sayim_durumu                 | text                        | NO          | 'beklemede'::text                                             |
| sayim_kalemleri             | olusturma_tarihi             | timestamp with time zone    | NO          | now()                                                         |
| sayim_kalemleri             | guncelleme_tarihi            | timestamp with time zone    | NO          | now()                                                         |
| sayim_oturumlari            | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sayim_oturumlari            | oturum_adi                   | character varying           | NO          | null                                                          |
| sayim_oturumlari            | baslangic_tarihi             | timestamp with time zone    | YES         | now()                                                         |
| sayim_oturumlari            | bitis_tarihi                 | timestamp with time zone    | YES         | null                                                          |
| sayim_oturumlari            | durum                        | character varying           | YES         | 'devam_ediyor'::character varying                             |
| sayim_oturumlari            | oturum_aciklama              | text                        | YES         | null                                                          |
| sayim_oturumlari            | oturum_sahibi                | character varying           | YES         | null                                                          |
| sayim_oturumlari            | toplam_urun_sayisi           | integer                     | YES         | 0                                                             |
| sayim_oturumlari            | sayilan_urun_sayisi          | integer                     | YES         | 0                                                             |
| sayim_oturumlari            | created_at                   | timestamp with time zone    | YES         | now()                                                         |
| sayim_oturumlari            | updated_at                   | timestamp with time zone    | YES         | now()                                                         |
| sayim_oturumu_urunleri      | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sayim_oturumu_urunleri      | sayim_oturumu_id             | uuid                        | NO          | null                                                          |
| sayim_oturumu_urunleri      | stok_id                      | uuid                        | YES         | null                                                          |
| sayim_oturumu_urunleri      | stok_kodu                    | character varying           | NO          | null                                                          |
| sayim_oturumu_urunleri      | stok_adi                     | character varying           | NO          | null                                                          |
| sayim_oturumu_urunleri      | barkod                       | character varying           | YES         | null                                                          |
| sayim_oturumu_urunleri      | raf_kodu                     | character varying           | YES         | null                                                          |
| sayim_oturumu_urunleri      | marka                        | character varying           | YES         | null                                                          |
| sayim_oturumu_urunleri      | kategori                     | character varying           | YES         | null                                                          |
| sayim_oturumu_urunleri      | ekleme_tarihi                | timestamp with time zone    | NO          | now()                                                         |
| sayim_oturumu_urunleri      | sayildi_mi                   | boolean                     | NO          | false                                                         |
| sayim_oturumu_urunleri      | sayilan_miktar               | integer                     | YES         | 0                                                             |
| sayim_oturumu_urunleri      | sayim_tarihi                 | timestamp with time zone    | YES         | null                                                          |
| sayimlar                    | id                           | uuid                        | NO          | gen_random_uuid()                                             |
| sayimlar                    | sayim_no                     | text                        | NO          | null                                                          |
| sayimlar                    | sayim_adi                    | text                        | NO          | null                                                          |
| sayimlar                    | sayim_tarihi                 | date                        | NO          | CURRENT_DATE                                                  |
| sayimlar                    | sayim_durumu                 | text                        | NO          | 'devam_ediyor'::text                                          |
| sayimlar                    | sayim_tipi                   | text                        | NO          | 'genel'::text                                                 |
| sayimlar                    | kategori_id                  | uuid                        | YES         | null                                                          |
| sayimlar                    | raf_kodu                     | text                        | YES         | null                                                          |
